name,name_variants,tier,mentors,promise,audience_nicho,deliveries,social_proof,page_number,is_ai,ai_relevance,ai_notes,attendees_with_club_field,members_count,guests_count,family_table_count,pista_premium_count,arquibancada_count
ALTO BUSINESS CLUB,,bronze,Rodrigo Leite | Léo Marcucci,"O Alto Business Club é para empresários que desejam crescer com propósito, autoridade e liberdade. Uma comunidade de líderes que unem fé, estratégia e gestão inteligente. Ao longo da jornada, trabalhamos mentalidade, finanças, posicionamento e performance. A promessa: transformar empresários em referências guiadas por Deus.",educação / mentores,ENCONTROS: 3 presenciais ao longo do ano + 48 horas online em grupo no ano | APP E SITE: com encontros gravados | EXCLUSIVO: Experiências além da agenda | WHATSAPP: grupo exclusivo no WhatsApp,socios=+30 sócios | socios=sócios,99,False,none,,0,0,0,0,0,0
ALÉM DA TÉCNICA,Mentoria Além da Técnica,bronze,Quesia Cardoso,"A Mentoria Além da Técnica é para o profissional que deseja enxergar seu negócio, dominar prospecção e vendas sem depender de agência de marketing e tráfego pago. Na mentoria ele aprende a se posicionar, prospectar, precificar, vender e liderar sua equipe. O objetivo da mentoria é tornar o profissional protagonista do seu sucesso.",odontologia,ENCONTROS: 2 encontros presenciais no ano + 3 encontros online por semana | PLATAFORMA: Plataforma exclusiva com todos encontros gravados | WHATSAPP: Grupo de WhatsApp Exclusivo | EXTRA: Encontros Extras com parceiros da mentoria,socios=+30 sócios no grupo | socios=sócios no grupo | faturamento=+25 milhões em faturamento total no ano | faturamento=milhões em faturamento total no ano | colaboradores=+120 colaboradores impctados,96,False,none,,10,5,5,0,3,7
APEX,Apex,bronze,Bruno Paladini,"A Mentoria APEX foca em unir estratégias de posicionamento, captação, encantamento e fidelização de clientes qualificados. Transformamos médicos em empresários capacitados para criar e escalar negócios lucrativos com liberdade - de consultórios particulares a cursos, mentorias e soluções inovadoras.",medicina / saúde,ENCONTROS: 2 encontros presenciais ao longo do ano + 24 encontros online ao longo do ano | ACOMPANHAMENTO: individualizado com mentor e equipe especializada | AULAS: Aulas mensais com convidados | WHATSAPP: Grupo exclusivo de Networking + Grupo próprio para cada mentorado,indicador=+270 médicos em grupo de networking | indicador=médicos em grupo de networking | indicador=+1000 fidelizações vendidas | indicador=+60% de crescimento estimado,100,False,none,,105,27,78,4,28,73
ARK BUSINESS,,bronze,Fernando Ferreira,"O Ark Business Club é para quem quer fazer seu negócio evoluir. Aqui trabalhamos finanças, negócios & investimentos. A ideia é sempre trazer princípios como base. Se você precisa de transformação no negócio, acompanhamento de perto e habilidades de finanças aqui é seu lugar.",educação / mentores,ENCONTROS: 2 encontros presenciais por ano + 10 encontros online | PLATAFORMA: com conteúdos exclusivas | DIAGNÓSTICO: individual no momento de entrada no clube | WHATSAPP: grupo exclusivo com todos os membros e mentor,faturamento=+50 milhões de faturamento | faturamento=milhões de faturamento +50 | mentorados=+50 mentorados +500 | colaboradores=+500 colaboradores impactados,101,False,none,,0,0,0,0,0,0
ATHERA CLUB,Athera Club,bronze,Mariana Freitas | Thalita Zanin,"A ATHERA Club é para quem busca uma mentalidade desbloqueada, uma carreira assertiva e um ambiente que impulsione negócios. Mariana Freitas e Thalita Zanin unem suas expertises para criar um clube com acompanhamento estratégico, foco em clareza, ação e resultados. Um espaço para quem decide ir para o próximo nível.",educação / mentores,"ENCONTROS: 4 vezes ao ano, 20 encontros on-line e 8 agendas individuais por ano | PLATAFORMA: Aplicativo exclusivo com todos os encontros | EXPERIÊNCIAS: Acesso a experiências exclusivas. | WHATSAPP: grupo exclusivo com todos os sócios e mentores",,102,False,none,,17,3,14,3,3,11
ATIVACY,Ativacy Club,bronze,Rosie Dantas,"Mentoria de vendas para Empresários e profissionais da Saúde e Educação. ATIVACY é para quem deseja escalar seus projetos através de vendas, liderança e modelo de negócios. E, acima de tudo é para quem tem fome de crescer e multiplicar seus conhecimentos para formar pessoas e expandir! Você será acompanhado de perto por Rosie Dantas em encontros semanais",medicina / saúde,"ENCONTROS: 5 encontros semanais on line + 2 encontros presenciais por ano | ACOMPANHAMENTO: Acompanhamento individualizado com Rosie Dantas | EXPERIÊNCIAS: Experiências especiais, além de agendas de encontros anuais. | WHATSAPP: Grupo exclusivo de WhatsApp com todos os membros",faturamento=+270 milhões faturamento total do grupo | faturamento=milhões faturamento total do grupo | faturamento=+32% de aumento no faturamento | colaboradores=+60 mil de colaboradores impactados,103,False,none,,2,1,1,2,0,0
AUDACE CLUB,Audace Club,bronze,Dani Daroz | Léo Oliveira,"Um clube para mulheres empresárias que querem sair do comum e elevar seus negócios. Usamos criatividade, posicionamento e estratégia para ajudar você a pensar, agir e lucrar de forma diferente, com conteúdos práticos, aconselhamento contínuo e experiências que ampliam repertório e fortalecem decisões.",mulheres,ENCONTROS: Encontros on-line a cada 15 dias para acompanhamento e direção contínua | IMERSÕES: 3 imersões presenciais ao longo do ano + 6 encontros presenciais de experiência | PLATAFORMA: Acesso à plataforma de aulas gravadas | WHATSAPP: Grupo exclusivo no WhatsApp e acesso direto ao WhatsApp particular da Dani,nps=100% de aprovação dos membros (NPS 10),105,False,none,,23,13,10,4,3,16
AURA DOCTORS CLUB,Aura Doctors Club,bronze,André Jorge | Renata Jorge,"André Jorge e Renata Jorge criaram esse clube exclusivo para Médicos e Profissionais da saúde que querem escalar seu faturamento com Posicionamento, Vendas e Gestão. Sempre praticando uma medicina ética, respeitando nossos Valores e Princípios.",medicina / saúde,"ENCONTROS: 2 encontros presenciais ao longo do ano | PLANEJAMENTO: estratégico de marketing, gestão e treinamento de comunicação com especialistas de forma individual | PLATAFORMA: Plataforma online exclusiva com todos os conteúdos gravados | WHATSAPP: Grupos exclusivos no WhatsApp",faturamento=+50 milhões de faturamento do grupo | faturamento=milhões de faturamento do grupo | socios=+33 sócios | socios=sócios 2640 | colaboradores=2640 colaboradores impactados,106,False,none,,31,8,23,6,19,6
A³,A3,bronze,Augusto Claas | João Brognoli,"A³ é para profissionais da saúde que desejam transformar seu consultório e clínica em um negócio sólido, estruturado e altamente rentável. Crescimento sem fórmulas genéricas, e com ecossistema forte.",medicina / saúde,ENCONTROS: 4 encontros presencial + 8 encontros on-line | ACOMPANHAMENTO: Diagnóstico e Acompanhamento de resultados | TREINAMENTOS: Treinamentos com as equipes | ONE-TO-ONE: mensal,socios=+20 membros e sócios | socios=membros e sócios | indicador=Milhões gerados no ecossistema | indicador=+100 atendimentos mensais,93,False,none,,4,1,3,1,0,3
BE MED,Be Med,bronze,Manuela Carvalhal | Lee Van Diniz,"Nosso clube ajuda médicos a transformar conhecimento em negócios digitais de sucesso, ampliando impacto e conquistando liberdade. Ensinamos a criar infoprodutos como cursos e mentorias, com foco em marketing, vendas e gestão, para que liderem empresas educacionais e construam um legado.",medicina / saúde,ENCONTROS: 2 encontros presenciais por ano e semanais em grupo | PLATAFORMA: exclusiva com todos os encontros e acesso ao Notion personalizado | SUPORTE INDIVIDUAL: desenho do planejamento estratégico e acompanhamento trimestral | EXPERIÊNCIA: visita presencial + gravação de PODCAST,indicador=1 o ecossistema de educação exclusivo para médicos | indicador=Fundadores da maior empresa de | indicador=da maior empresa de educação | indicador=empresa de educação da anestesia | indicador=educação da anestesia do Brasil | indicador=da anestesia do Brasil | indicador=do Brasil,107,False,none,,47,7,40,6,24,17
BLACK DIAMOND,Black Diamond Mentoring,bronze,Walkyria Fernandes,"A Black Diamond é para fisioterapeutas que desejam escalar seu faturamento de clínicas e consultórios através de vendas, marketing, gestão e liderança e/ ou criar e vender um produto digital. Você será acompanhado de perto pela Dra. Walkyria, fisioterapeuta que começou do zero e hoje tem uma empresa de educação digital com mais de 9 mil alunos em 23 países.",fisioterapia,ENCONTROS: 2 encontros presenciais por ano + 24 encontros online | PLATAFORMA: com conteúdos exclusivos da mentoria | MENTORIA INDIVIDUAL: para criar um produto digital e planejamento estratégico na gestão de clínicas | WHATSAPP: grupo exclusivo do Whatsapp com todos membros e mentora,mentorados=+9 mil alunos espalhados em 23 países | faturamento=+60 milhões de faturamento entre os membros do clube | faturamento=milhões de faturamento entre os membros do clube | pacientes=milhões de pacientes atendidos e transformados,108,False,none,,95,41,54,3,92,0
BOOTCAMP,,bronze,Carolina Caribé,"Desenvolver um empreendimento imobiliário viável, isso é, um empreendimento que vende pelo preço que o desenvolver quer, no prazo que ele quer e com o lucro planejado.",imobiliário,ENCONTROS: 1 encontro presencial + 24 encontros online | PLATAFORMA: Acesso à plataforma de aulas gravadas | WHATSAPP: grupo exclusivo do Whatsapp,indicador=20 milhões utilizando a metodologia | faturamento=VGV acima de R$5Bi | mentorados=+60 mentorados,109,False,none,,0,0,0,0,0,0
BRANDÃO CLUB,Brandão Club,bronze,Andreia Brandão | Rodrigo Brandão,Mentoria que combina o conhecimento técnico com o desenvolvimento do empreendedorismo na área de medicina de emergência e hospitalar criando uma educação multiplicadora e formando os líderes da área em nosso país.,medicina / saúde,ENCONTROS: Encontros semanais on-line e 3 Encontros presenciais de um dia | PLATAFORMA: Plataforma aprovada DNA USP com conteúdo técnico | WHATSAPP: Grupo exclusivo de WhatsApp | IMERSÕES: Outras imersões técnicas,indicador=+400 médicos diretamente impactados | indicador=médicos diretamente impactados | mentorados=+40 mentorados 10 | mentorados=mentorados 10 projetos | indicador=10 projetos educacionais desenvolvidos | indicador=projetos educacionais desenvolvidos,110,False,none,,18,5,13,3,4,11
BX CLUB,BX Club,bronze,Junior Nunes,"O BX Club é para empresários e empreendedores que querem crescer servindo com propósito e criando conexões transformadoras. Atuamos em negócios, liderança e expansão. Criamos uma comunidade de alto nível, com foco em mentalidade, marketing, finanças, vendas e governança. Nossa promessa: girar o ponteiro dos negócios e da vida.",educação / mentores,ENCONTROS: 3 encontros presenciais + 9 encontros online durante o ano | ACESSO: a todos os encontros gravados | WHATSAPP: Grupo exclusivo do WhatsApp com todos os membros e mentores | EXPERIÊNCIAS: especiais além da agenda de encontros anuais,indicador=+6 milhões em negócios fechados em um único evento | indicador=milhões em negócios fechados em um único evento | indicador=+30 empresários de sucesso no grupo,111,False,none,,17,2,15,1,7,9
C. NEGOCIOS PARA MULHERES,Clube de Negócios para Mulheres,bronze,Stellinha Santini,"O Clube de Negócios para Mulheres é um ecossistema que reúne empresárias de diferentes áreas em um ambiente de crescimento estratégico. Desenvolve o protagonismo para que assumam o comando dos seus negócios, visibilidade por meio de conexões qualificadas e fortalece a capacidade de gerar vendas e oportunidades em seus mercados.",vendas,ENCONTROS: 4 encontros presenciais + 5 encontros individuais | PLATAFORMA:  | WHATSAPP: Grupo exclusivo no WhatsApp | TREINAMENTOS: treinamento mensal de vendas para colaboradores das empresarias participantes (online),faturamento=+2 bilhões de faturamento | faturamento=bilhões de faturamento | faturamento=24 empresarias de faturamento | faturamento=empresarias de faturamento | indicador=+400 funcionários,115,False,none,,49,18,31,2,14,33
CFO CONTÁBIL,,bronze,Lauri Bencke | Rosane Machado,"O Club CFO Contábil é uma mentoria autopagável para donos de escritório contábil que faturam a partir de R$1mi/ano e estão presos à operação. Ensinamos consultoria financeira em três pilares: Margem, Faturamento e Influência, com networking qualificado entre pares. Você vira CFO estratégico dos clientes, gera novo dinheiro, protege e amplia sua margem.",jurídico,"ENCONTROS: 3 imersões presenciais de 2 dias + 12 encontros online durante o ano | PLATAFORMA: Acesso a conteúdos, estudos de caso, roteiros e frameworks | WHATSAPP: Grupo exclusivo com todos os sócios e mentores para troca diária e networking | KIT CFO: +50 modelos white-label (planilhas, dashboards, propostas, termos) prontos para usar com o cliente",indicador=+10 bi em finanças empresariais geridas e otimizadas pelo | socios=+39 sócios ativos no clube atualmente | indicador=+1500 empresas atendidas com a metodologia do Club CFO Contábil,112,False,none,,0,0,0,0,0,0
CLOSER CLUB,,bronze,Lettícia Nonato,"O Closer Club é para empresários que desejam vender mais, formar um time comercial de alta performance e construir uma empresa previsível e lucrativa. Ao longo da jornada, você desenvolverá vendas, marketing, liderança, gestão comercial e recrutamento, com métodos práticos para escalar o negócio e conquistar mais liberdade através das vendas.",educação / mentores,PLATAFORMA EXCLUSIVA: Encontros online semanais + 3 encontros presenciais por ano. | GRUPO VIP NO WHATSAPP: Grupo exclusivo com todos os membros e a mentora. | PLATAFORMA: Acesso às aulas gravadas e experiências exclusivas. | ACOMPANHAMENTO: Acompanhamento individualizado com Lettícia Nonato.,roi=ROI em torno de 3 meses | indicador=torno de 3 meses | indicador=3 meses,119,False,none,,0,0,0,0,0,0
